##,###,4,6,1,3,5,7,2,4,6,1,3,5,7,2,4,6,1,3,5,7
117,117,0.964999999999999,0.286999999999999,0.549999999999999,0.871999999999999,0.134999999999999,0.456999999999999,0.719999999999999,1.965,1.287,1.55,1.872,1.135,1.457,1.72,2.965,2.287,2.55,2.872,2.135,2.457
118,118,0.286999999999999,0.549999999999999,0.871999999999999,0.134999999999999,0.456999999999999,0.719999999999999,0.041999999999999,1.287,1.55,1.872,1.135,1.457,1.72,1.042,2.287,2.55,2.872,2.135,2.457,2.72
119,119,0.286999999999999,0.549999999999999,0.871999999999999,0.134999999999999,0.456999999999999,0.719999999999999,0.041999999999999,1.287,1.55,1.872,1.135,1.457,1.72,1.042,2.287,2.55,2.872,2.135,2.457,2.72
120,120,0.549999999999999,0.871999999999999,0.134999999999999,0.456999999999999,0.719999999999999,0.041999999999999,0.304999999999999,1.55,1.872,1.135,1.457,1.72,1.042,1.305,2.55,2.872,2.135,2.457,2.72,2.042
121,121,0.549999999999999,0.871999999999999,0.134999999999999,0.456999999999999,0.719999999999999,0.041999999999999,0.304999999999999,1.55,1.872,1.135,1.457,1.72,1.042,1.305,2.55,2.872,2.135,2.457,2.72,2.042
122,122,0.871999999999999,0.134999999999999,0.456999999999999,0.719999999999999,0.041999999999999,0.304999999999999,0.626999999999999,1.872,1.135,1.457,1.72,1.042,1.305,1.627,2.872,2.135,2.457,2.72,2.042,2.305
123,123,0.871999999999999,0.134999999999999,0.456999999999999,0.719999999999999,0.041999999999999,0.304999999999999,0.626999999999999,1.872,1.135,1.457,1.72,1.042,1.305,1.627,2.872,2.135,2.457,2.72,2.042,2.305
124,124,0.134999999999999,0.456999999999999,0.719999999999999,0.041999999999999,0.304999999999999,0.626999999999999,0.889999999999999,1.135,1.457,1.72,1.042,1.305,1.627,1.89,2.135,2.457,2.72,2.042,2.305,2.627
125,125,0.134999999999999,0.456999999999999,0.719999999999999,0.041999999999999,0.304999999999999,0.626999999999999,0.889999999999999,1.135,1.457,1.72,1.042,1.305,1.627,1.89,2.135,2.457,2.72,2.042,2.305,2.627
126,126,0.456999999999999,0.719999999999999,0.041999999999999,0.304999999999999,0.626999999999999,0.889999999999999,0.211999999999999,1.457,1.72,1.042,1.305,1.627,1.89,1.212,2.457,2.72,2.042,2.305,2.627,2.89
127,127,0.456999999999999,0.719999999999999,0.041999999999999,0.304999999999999,0.626999999999999,0.889999999999999,0.211999999999999,1.457,1.72,1.042,1.305,1.627,1.89,1.212,2.457,2.72,2.042,2.305,2.627,2.89
128,128,0.719999999999999,0.041999999999999,0.304999999999999,0.626999999999999,0.889999999999999,0.211999999999999,0.474999999999999,1.72,1.042,1.305,1.627,1.89,1.212,1.475,2.72,2.042,2.305,2.627,2.89,2.212
129,129,0.719999999999999,0.041999999999999,0.304999999999999,0.626999999999999,0.889999999999999,0.211999999999999,0.474999999999999,1.72,1.042,1.305,1.627,1.89,1.212,1.475,2.72,2.042,2.305,2.627,2.89,2.212
130,130,0.041999999999999,0.304999999999999,0.626999999999999,0.889999999999999,0.211999999999999,0.474999999999999,0.796999999999999,1.042,1.305,1.627,1.89,1.212,1.475,1.797,2.042,2.305,2.627,2.89,2.212,2.475
131,131,0.041999999999999,0.304999999999999,0.626999999999999,0.889999999999999,0.211999999999999,0.474999999999999,0.796999999999999,1.042,1.305,1.627,1.89,1.212,1.475,1.797,2.042,2.305,2.627,2.89,2.212,2.475
132,132,0.304999999999999,0.626999999999999,0.889999999999999,0.211999999999999,0.474999999999999,0.796999999999999,0.059999999999999,1.305,1.627,1.89,1.212,1.475,1.797,1.06,2.305,2.627,2.89,2.212,2.475,2.797
133,133,0.304999999999999,0.626999999999999,0.889999999999999,0.211999999999999,0.474999999999999,0.796999999999999,0.059999999999999,1.305,1.627,1.89,1.212,1.475,1.797,1.06,2.305,2.627,2.89,2.212,2.475,2.797
134,134,0.626999999999999,0.889999999999999,0.211999999999999,0.474999999999999,0.796999999999999,0.059999999999999,0.381999999999999,1.627,1.89,1.212,1.475,1.797,1.06,1.382,2.627,2.89,2.212,2.475,2.797,2.06
135,135,0.626999999999999,0.889999999999999,0.211999999999999,0.474999999999999,0.796999999999999,0.059999999999999,0.381999999999999,1.627,1.89,1.212,1.475,1.797,1.06,1.382,2.627,2.89,2.212,2.475,2.797,2.06
136,136,0.889999999999999,0.211999999999999,0.474999999999999,0.796999999999999,0.059999999999999,0.381999999999999,0.644999999999999,1.89,1.212,1.475,1.797,1.06,1.382,1.645,2.89,2.212,2.475,2.797,2.06,2.382
